ProductSubcategoryName,ProductCategoryName,ProductName,ProfitAmount,SaleAmount,SalesQuantity,ArticleKey
COMPLEMENT VITRE MERCEDES ,DIVERS,DIVERS,100.0,112.5,0.0,3812
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,422.08333333333337,0.0,3813
JOINT INF PARE-BRISE,CITROEN,DIVERS,0.0,36.725,0.0,3814
PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (YC CALES+JOINTS+ENJOLIV),CITROEN,DIVERS,0.0,337.0,0.0,3815
REMPLACER : PARE-BRISE INTERMITTENT  (NC NETTO),DIVERS,DIVERS,100.0,65.83333333333334,0.0,3816
8 pneus,DIVERS,DIVERS,0.0,388.88891666666666,0.0,3817
Pare-brise vert dégradé bleu,PILKINGTON (EUROCODE),DIVERS,0.0,295.0,0.0,3818
PARE-BRISE VERT IVECO,DIVERS,DIVERS,100.0,308.0166666666667,0.0,3819
VITRAGE RENAULT KADJAR PIEC ET MO,DIVERS,DIVERS,100.0,347.22225000000003,0.0,3820
VITRAGE RENAULT CLIO IV PIEC ET MO,DIVERS,DIVERS,100.0,250.0,0.0,3821
VITRAGE RENAULT CLIO II PIEC ET MO,DIVERS,DIVERS,100.0,125.0,0.0,3822
VITRE AV GAUCHE PEUGEOT EXPERT ,DIVERS,DIVERS,100.0,118.05558333333333,0.0,3823
PNEUS 215/75/16C,DIVERS,DIVERS,100.0,808.3333333333334,0.0,3824
VITRAGE RENAULT MASTER  PIECES ET MO,DIVERS,DIVERS,100.0,173.61108333333334,0.0,3825
MONTAGE PNEUS 315/70/22.5,DIVERS,DIVERS,100.0,25.0,0.0,3826
FRAIS DE DEPLACEMENT,DIVERS,DIVERS,100.0,125.0,1.0,3827
MONTAGE PNEUS 385/65/22.5,DIVERS,DIVERS,100.0,25.0,0.0,3828
PNEUS 13/22.5,DIVERS,DIVERS,100.0,237.5,0.0,3829
MONTAGE PNEUS 13/22.5,DIVERS,DIVERS,100.0,20.833333333333336,0.0,3830
PNEUS 195/65/15,DIVERS,DIVERS,100.0,41.66666666666667,0.0,3831
2 PNEUS 275/35/19 DUNLOP,DIVERS,DIVERS,100.0,180.55558333333335,0.0,3832
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,396.6666666666667,0.0,3833
Pare-brise vert solar,PILKINGTON (EUROCODE),DIVERS,0.0,252.23333333333335,0.0,3834
PARE BRISE RENAULT TRAFIC ,DIVERS,DIVERS,100.0,146.28475,0.0,3835
PARE-BRISE ATHERMIQUE CAPTEUR PLUIE (REFL.THERMIQUE/MARQUAGE=C),OPEL,DIVERS,0.0,1032.8,1.0,3836
Enjoliveur pare-brise,PILKINGTON (EUROCODE),DIVERS,0.0,35.85,0.0,3837
PARE-BRISE V (YC EMBASE+CALES/REG VIN),KIA,DIVERS,0.0,342.08333333333337,0.0,3838
PARE-BRISE V CAPTEUR PLUIE (REFL.SOLEIL),RENAULT,DIVERS,0.0,279.4666666666667,0.0,3839
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,436.25,0.0,3840
PARE-BRISE V ATHERMIQUE DEGRADE (+EMB+ENJ SUP/J-N MANUEL),AUDI,DIVERS,0.0,448.9666666666667,1.0,3841
JOINT PARE-BRISE,PEUGEOT,DIVERS,0.0,64.05,0.0,3842
PARE-BRISE V (YC JOINT),PEUGEOT,DIVERS,0.0,144.375,0.0,3843
Enjoliveur pare-brise,PILKINGTON (EUROCODE),DIVERS,0.0,38.666666666666664,0.0,3844
PARE-BRISE V CAPTEUR PLUIE (+CALS/ELECTROCHR/ACOUSTIQ),TOYOTA,DIVERS,0.0,259.2166666666667,0.0,3845
Pare-brise vert,AGC,DIVERS,0.0,234.9,0.0,3846
1 vitrage renault magnum,DIVERS,DIVERS,100.0,381.9444166666667,0.0,3847
montage boite ,DIVERS,DIVERS,100.0,243.05558333333335,0.0,3848
RETAILLAGE PNEUS ,DIVERS,DIVERS,100.0,33.333333333333336,0.0,3849
PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE,MERCEDES,DIVERS,0.0,270.56666666666666,0.0,3850
FRAIS GARDIENNAGE DU 11/06/2020 AU 17/08/2020,DIVERS,DIVERS,100.0,1000.0,0.0,3851
PARE-BRISE V ATHERMIQUE (ABSORP.CHALEUR),OPEL,DIVERS,0.0,377.60833333333335,0.0,3852
DEFLECTEUR AVD 207,DIVERS,DIVERS,100.0,79.16666666666667,0.0,3853
PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (FEU AUTO/DETEC.VOIE AUTO),MERCEDES,DIVERS,0.0,505.79166666666674,0.0,3854
PARE-BRISE V CAPTEUR PLUIE (YC JOINT INF),FORD (EU),DIVERS,0.0,385.31666666666666,2.0,3855
PARE-BRISE V,PEUGEOT,DIVERS,0.0,865.9833333333335,0.0,3856
GLACE FIXE V CUSTODE G (SURTEINTEE),NISSAN,DIVERS,0.0,120.00833333333333,0.0,3857
JOINT PARE-BRISE,NISSAN,DIVERS,0.0,48.175000000000004,0.0,3858
PARE-BRISE V (SEPARAT.CABINE TOLEE),NISSAN,DIVERS,0.0,489.80833333333334,0.0,3859
1 VITRAGE RENAULT MODUS ,DIVERS,DIVERS,100.0,125.0,0.0,3860
PARE-BRISE V (YC EMBASE RETRO INT),VOLKSWAGEN,DIVERS,0.0,449.5083333333333,0.0,3861
PARE-BRISE V (+JT SUP/POUR MOT.DIESEL),TOYOTA,DIVERS,0.0,294.0833333333333,0.0,3862
1 vitre av c1,DIVERS,DIVERS,100.0,216.21666666666667,0.0,3863
remplacer vitre avant,DIVERS,DIVERS,100.0,0.0,0.0,3864
1 vitre av clio 2,DIVERS,DIVERS,0.0,131.94441666666668,0.0,3865
PARE-BRISE V CAPTEUR PLUIE (ACOUSTIQUE),RENAULT,DIVERS,0.0,749.075,0.0,3866
Pare-brise vert,AGC,DIVERS,0.0,254.70833333333331,0.0,3867
Pare-brise vert,AGC,DIVERS,0.0,481.6666666666667,0.0,3868
remplacement vitre porte battante,DIVERS,DIVERS,100.0,0.0,0.0,3869
1 VITRE AVANT ATH CP,DIVERS,DIVERS,0.0,395.50000000000006,0.0,3870
4 pneus dayton 205/55/16,DIVERS,DIVERS,100.0,48.61108333333333,0.0,3871
13L HUIL DE MOTEUR 530W,DIVERS,DIVERS,100.0,29.166666666666668,0.0,3872
ENJOLIVEUR SUP PARE-BRISE,HYUNDAI,DIVERS,0.0,25.616666666666667,1.0,3873
PARE-BRISE V (YC EMBASE RETRO & CALES),HYUNDAI,DIVERS,0.0,310.9083333333333,0.0,3874
Pare-brise vert dégradé gris,PILKINGTON (EUROCODE),DIVERS,0.0,196.775,0.0,3875
2 transferts 16 pouce,DIVERS,DIVERS,100.0,27.77775,0.0,3876
REMPLACEMENT 1 VITRE AVANT,DIVERS,DIVERS,100.0,208.33333333333334,0.0,3877
KIT EMBRAYAGE +FOURCHETTE+MO,DIVERS,DIVERS,0.0,520.8333333333334,0.0,3878
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,640.875,0.0,3879
2 biellettes de direction,DIVERS,DIVERS,100.0,87.5,0.0,3880
4 PNEUS OVASION EN 20 POUCE,DIVERS,DIVERS,100.0,347.22225000000003,0.0,3881
2 PNEUS POUR IVECO,DIVERS,DIVERS,100.0,97.22225,0.0,3882
1 JEU DE PLAQUETTES AV ET AR,DIVERS,DIVERS,100.0,163.88891666666666,1.0,3883
2 PNEUS +PARA  IVECO,DIVERS,DIVERS,0.0,152.77775000000003,0.0,3884
2 PNEUS DAYTON + GEO ,DIVERS,DIVERS,100.0,166.66666666666669,0.0,3885
1 MECHE,DIVERS,DIVERS,100.0,6.944416666666666,0.0,3886
PASSAGE VALISE,DIVERS,DIVERS,100.0,25.0,0.0,3887
3 pneus 205/65/15,DIVERS,DIVERS,100.0,125.0,0.0,3888
1 kit volant moteur + embrayage,DIVERS,DIVERS,100.0,916.6666666666667,1.0,3889
4 pneus michelin 225/65/16c,DIVERS,DIVERS,100.0,500.0,0.0,3890
1 VITRE AVANT MASTER3,DIVERS,DIVERS,100.0,222.22225,0.0,3891
ENJOLIVEUR INF PARE-BRISE,VOLKSWAGEN,DIVERS,0.0,34.5,0.0,3892
PARE-BRISE V (YC ENJ.INF/REGARD No CHAS),VOLKSWAGEN,DIVERS,0.0,374.58333333333337,0.0,3893
2 PNEUS 205/75/16C,DIVERS,DIVERS,100.0,111.11108333333334,1.0,3894
VITRAGE AVANT IVECO PIEC ET MO,DIVERS,DIVERS,100.0,208.33333333333334,0.0,3895
Pare-brise vert solar,PILKINGTON (EUROCODE),DIVERS,0.0,173.48333333333335,1.0,3896
PARE-BRISE V,MERCEDES,DIVERS,0.0,150.85000000000002,0.0,3897
2 PNEUS195/55/16,DIVERS,DIVERS,100.0,97.22225,0.0,3898
2 pneus 225/40/18 + para,DIVERS,DIVERS,100.0,131.94441666666668,0.0,3899
1 vitre avant ATEGO,DIVERS,DIVERS,0.0,319.4444166666667,0.0,3900
reglage porte latérale,DIVERS,DIVERS,100.0,50.0,0.0,3901
2 pneus + PARA ,DIVERS,DIVERS,100.0,125.0,0.0,3902
PARE-BRISE V CAPTEUR PLUIE,MERCEDES,DIVERS,0.0,228.4,0.0,3903
FORFAIT VIDANGE COMPLETE +FILTRES + HUILE 5W30 ,DIVERS,DIVERS,100.0,138.88891666666666,3.0,3904
ENJOLIVEUR INF PARE-BRISE,OPEL,DIVERS,0.0,12.5,0.0,3905
ENJOLIVEUR SUP PARE-BRISE,OPEL,DIVERS,0.0,12.883333333333335,0.0,3906
PARE-BRISE ATHERMIQUE (BANDE/REFLECTEUR THERMIQ),OPEL,DIVERS,0.0,350.0,0.0,3907
embrayage +kit de distribution+vidange,DIVERS,DIVERS,100.0,604.1666666666667,0.0,3908
REMBOURSEMENT FRANCHISE OFFERTE,DIVERS,DIVERS,0.0,207.50691666666665,32.0,3909
REMBOURSEMENT FRANCHISE OFFERTE,DIVERS,DIVERS,0.0,87.18058333333333,14.0,3910
PARE-BRISE V (YC JT SUP/ESSENCE 1.8),TOYOTA,DIVERS,0.0,350.3916666666667,1.0,3911
1 PNEU 215/65/15 MICHELIN,DIVERS,DIVERS,100.0,83.33333333333334,0.0,3912
1 VITRAGE AVANT  MASTER III,DIVERS,DIVERS,100.0,194.44441666666668,0.0,3913
PARE-BRISE V CAPTEUR PLUIE (MARQUAGE=GF),OPEL,DIVERS,0.0,547.0833333333334,1.0,3914
PARE-BRISE V (ESS-GLA INTERMITT.VARIABL),FORD (EU),DIVERS,0.0,424.7666666666667,0.0,3915
JOINT SUP PARE-BRISE,MERCEDES,DIVERS,0.0,12.383333333333333,0.0,3916
LUNETTE TWINGO,DIVERS,DIVERS,100.0,120.0,0.0,3917
15 PNEUS ,DIVERS,DIVERS,100.0,48.61108333333333,0.0,3918
REMBORSEMENT FRANCHISE,DIVERS,DIVERS,0.0,139.85416666666666,326.0,3919
OPTIQUE D XENON DIRECTIONNEL,MERCEDES,DIVERS,0.0,765.5333333333333,0.0,3920
1 pneu 225/60/16c ,DIVERS,DIVERS,100.0,55.55558333333334,0.0,3921
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,408.33333333333337,0.0,3922
consomable ,DIVERS,DIVERS,100.0,59.9375,0.0,3923
main d'oeuvre ,DIVERS,DIVERS,100.0,140.27775000000003,0.0,3924
Pare-brise vert dégradé gris,PILKINGTON (EUROCODE),DIVERS,0.0,206.225,0.0,3925
VITRAGE AVANT BERLINGO,DIVERS,DIVERS,100.0,243.05558333333335,0.0,3926
6 PNEUS 195/75/16C ,DIVERS,DIVERS,100.0,437.5,0.0,3927
Pare-brise vert solar,PILKINGTON (EUROCODE),DIVERS,0.0,289.125,0.0,3928
1 vitre av  toyota prius+ MO,DIVERS,DIVERS,100.0,498.09025,0.0,3929
ENJOLIVEUR PARE-BRISE,FORD (EU),DIVERS,0.0,73.24166666666667,0.0,3930
PARE-BRISE V DEGRADE CAPTEUR PLUIE (VITRAGE DE SECURITE),BMW,DIVERS,0.0,329.8666666666667,0.0,3931
VITRAGE AVANT CLIO IV 7290AGAV6,DIVERS,DIVERS,100.0,37.5,0.0,3932
Pare-brise vert dégradé gris,PILKINGTON (EUROCODE),DIVERS,0.0,690.0,1.0,3933
2 PNEUS 195/75/16c +1 transfert+1 geometrie,DIVERS,DIVERS,0.0,187.5,0.0,3934
reparation boite a vitesse ,DIVERS,DIVERS,0.0,125.0,0.0,3935
CHANGEMENT VITRAGE AVANT PIEC ET MAIN D'OEUVRE ,DIVERS,DIVERS,100.0,187.5,0.0,3936
1 VITRE MOBILE AR DROITE FIAT DOBLO,DIVERS,DIVERS,100.0,41.66666666666667,0.0,3937
1 VITRE MOBILE AR DROITE FIAT DOBLO,DIVERS,DIVERS,100.0,0.0,0.0,3938
4 PNEUS GOODYEAR,DIVERS,DIVERS,100.0,375.0,0.0,3939
Pare-brise vert solar,PILKINGTON (EUROCODE),DIVERS,0.0,306.07500000000005,1.0,3940
1 VITRE AVANT + POSE+ MO,DIVERS,DIVERS,0.0,393.9166666666667,0.0,3941
1 VITRE AVANT +MO RENAULT PRENIUM,DIVERS,DIVERS,100.0,342.0416666666667,0.0,3942
Pare-brise vert dégradé gris,PILKINGTON (EUROCODE),DIVERS,0.0,442.125,0.0,3943
10 pneus 215/75/15,DIVERS,DIVERS,100.0,993.0694166666666,0.0,3944
annulation de dossier,DIVERS,DIVERS,100.0,0.0,0.0,3945
PARE-BRISE V ATHERMIQUE (YC EMB.RET/ESS-G INTERMIT),VOLKSWAGEN,DIVERS,0.0,442.25000000000006,0.0,3946
VITRAGE AVANT ISUZU PIECE ET MAIN D'OEUVRE ,DIVERS,DIVERS,100.0,552.8889166666667,0.0,3947
VITRAGE AVANT RENAULT MASTER ,DIVERS,DIVERS,100.0,387.15975000000003,0.0,3948
REPLACEMENT VITRAGE AVANT ET MAIN D'OEUVRE ,DIVERS,DIVERS,100.0,599.28475,0.0,3949
REMPLACEMENT VITRAGE AVANT PIECE ET MO,DIVERS,DIVERS,100.0,643.5625,0.0,3950
REMPLACEMENT VITRE AVANT + MO,DIVERS,DIVERS,100.0,665.7916666666667,0.0,3951
PARE-BRISE V (ACOUSTIQUE),CITROEN,DIVERS,0.0,494.075,0.0,3952
RECUPERATION TVA,DIVERS,DIVERS,100.0,154.40975,0.0,3953
1 VITRE AV GOLF VI,DIVERS,DIVERS,0.0,77.08333333333334,0.0,3954
PARE-BRISE V (DEGRAD/REF.SOLEIL/REG.VIN),MERCEDES,DIVERS,0.0,184.62500000000003,0.0,3955
1 PNEU 225/45/19 MICHELIN PILOT 4,DIVERS,DIVERS,100.0,111.80558333333333,0.0,3956
1 berceau,DIVERS,DIVERS,100.0,486.11108333333334,0.0,3957
1 cremayer de direction ,DIVERS,DIVERS,100.0,250.0,0.0,3958
2 rotulles de direction ,DIVERS,DIVERS,100.0,100.0,0.0,3959
2 rotulles de direction ,DIVERS,DIVERS,100.0,100.0,0.0,3960
2 rotulles de direction ,DIVERS,DIVERS,100.0,100.0,0.0,3961
disque arg et ard,DIVERS,DIVERS,100.0,108.33333333333334,0.0,3962
jeux de plaquettes ar,DIVERS,DIVERS,100.0,50.0,0.0,3963
bimasse,DIVERS,DIVERS,100.0,583.3333333333334,0.0,3964
cardant ar,DIVERS,DIVERS,100.0,284.72225000000003,0.0,3965
1 pneus 235/55/17,DIVERS,DIVERS,100.0,62.5,0.0,3966
1 carreau,DIVERS,DIVERS,100.0,122.22225,0.0,3967
pneus 195/75/16c,DIVERS,DIVERS,100.0,48.61108333333333,0.0,3968
2 pneus +1 paralellisme,DIVERS,DIVERS,100.0,97.22225,1.0,3969
2 pneus 215/55/17 ovasion,DIVERS,DIVERS,100.0,97.22225,0.0,3970
PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (+CALS/CAMERA(ASS.CONDUCT)),AUDI,DIVERS,0.0,441.0833333333333,0.0,3971
1 defflecteur peugeot partner,DIVERS,DIVERS,100.0,125.0,0.0,3972
1 pneu ar gauche,DIVERS,DIVERS,0.0,69.44441666666667,0.0,3973
remplacement de bielettes gauche et droit,DIVERS,DIVERS,0.0,33.333333333333336,0.0,3974
1 VITRE AVANT NEMO,DIVERS,DIVERS,100.0,86.8,0.0,3975
1 VITRE AVANT SPRINTER,DIVERS,DIVERS,0.0,80.0,0.0,3976
1 VITRE AVANT GOLF7,DIVERS,DIVERS,100.0,390.83333333333337,0.0,3977
1 VITRE AVANT BERLINGO,DIVERS,DIVERS,100.0,75.0,0.0,3978
JOINT SPRINTER,DIVERS,DIVERS,100.0,16.666666666666668,0.0,3979
1 CUSTOD C3,DIVERS,DIVERS,0.0,70.83333333333334,0.0,3980
2 DEFLECTEUR CITROEN BERLINGO,DIVERS,DIVERS,100.0,120.83333333333334,0.0,3981
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,171.125,0.0,3982
VITRAGE AVANT PARTNER PIEC ET MO,DIVERS,DIVERS,100.0,467.36108333333334,0.0,3983
rembourcement franchise ,DIVERS,DIVERS,100.0,62.5,238.0,3984
VITRAGE AVANT IVECO III,DIVERS,DIVERS,100.0,108.33333333333334,0.0,3985
VITRAGE AVANT MASTER +JOINT ,DIVERS,DIVERS,100.0,106.66666666666667,0.0,3986
VITRAGE AVANT SCENIC II CPT +JOINT ,DIVERS,DIVERS,100.0,83.33333333333334,0.0,3987
VITRAGE AVANT CITROEN C4 CAPT SAINT GOBIN,DIVERS,DIVERS,100.0,93.75,0.0,3988
2 CARTONS COLLE 415 BOUDIN ,DIVERS,DIVERS,100.0,83.0,0.0,3989
DEF AVD 508,DIVERS,DIVERS,100.0,56.94441666666666,0.0,3990
VITRAGE AVANT CLIO II,DIVERS,DIVERS,100.0,55.55558333333334,0.0,3991
VITRAGE AVANT 508,DIVERS,DIVERS,100.0,119.44441666666668,0.0,3992
3 CARTONS DE COLLE ,DIVERS,DIVERS,100.0,124.50000000000001,0.0,3993
VITRAGE AVANT CLIO III AVEC CAP ,DIVERS,DIVERS,100.0,72.91666666666667,0.0,3994
VITRAGE AVANT 307 CC CAPT,DIVERS,DIVERS,100.0,243.05558333333335,0.0,3995
VITRAGE AVANT 307 CAPT,DIVERS,DIVERS,100.0,91.66666666666667,0.0,3996
VITRAGE GOLF V,DIVERS,DIVERS,100.0,71.66666666666667,0.0,3997
DEF SPRINTER ,DIVERS,DIVERS,100.0,33.333333333333336,0.0,3998
VITRE MOB TRAFIC II,DIVERS,DIVERS,100.0,33.333333333333336,0.0,3999
VITRAGE AVANT SPRINTER ,DIVERS,DIVERS,100.0,100.0,0.0,4000
DEF MASTER,DIVERS,DIVERS,100.0,38.19441666666667,0.0,4001
VITRAGE AVANT BMW ,DIVERS,DIVERS,100.0,126.38891666666666,0.0,4002
DEF ARG 308,DIVERS,DIVERS,100.0,100.0,0.0,4003
VITRAGE AVANT VITO II +JOINT,DIVERS,DIVERS,100.0,129.16666666666669,0.0,4004
VITRAGE AVANT BERLINGO I,DIVERS,DIVERS,100.0,66.66666666666667,0.0,4005
VITRAGE AVANT CITROEN C3 PANORAMIQUE ,DIVERS,DIVERS,100.0,216.66666666666669,0.0,4006
1 PNEU 205/50/17 MICHELIN PRIMACY 3,DIVERS,DIVERS,100.0,104.16666666666667,0.0,4007
PARE-BRISE V (N° FABRICATION:F/R/K),RENAULT,DIVERS,0.0,216.07500000000002,0.0,4008
2 CARTONS DE COLLE 48 BOUDINS,DIVERS,DIVERS,100.0,178.0,0.0,4009
1 BOBINE DE CORDE A PIANO,DIVERS,DIVERS,100.0,8.333333333333334,0.0,4010
1 CARTON DE COLLE 24 BOUDIN ,DIVERS,DIVERS,100.0,88.30558333333335,0.0,4011
VITRAGE AVANT MERCEDES VITO II,DIVERS,DIVERS,100.0,87.5,0.0,4012
2 PNEUS 315/80/22.5,DIVERS,DIVERS,100.0,500.83333333333337,0.0,4013
2 pneus 315/80/22.5,DIVERS,DIVERS,100.0,308.33333333333337,0.0,4014
1 VITRE AVANT KANGOO,DIVERS,DIVERS,0.0,125.0,0.0,4015
1 DELECTEURE AV GAUCHE VENTE COMPTOIR,DIVERS,DIVERS,100.0,48.61108333333333,0.0,4016
1 VITRE AVANT MOBILE JUMPY,DIVERS,DIVERS,100.0,170.13891666666666,0.0,4017
1 VITRE AV +MO,DIVERS,DIVERS,100.0,534.9444166666667,0.0,4018
PARE-BRISE V (YC ENJOLIVEUR),MAZDA,DIVERS,0.0,239.23333333333332,0.0,4019
PARE-BRISE V (YC JOINT SUP),MINI,DIVERS,0.0,172.61666666666667,1.0,4020
1 vitre avant clio V,DIVERS,DIVERS,0.0,170.13891666666666,0.0,4021
tirette capot,DIVERS,DIVERS,100.0,20.833333333333336,0.0,4022
PARE-BRISE V,PEUGEOT,DIVERS,0.0,506.80833333333334,0.0,4023
1 VITRE AVANT MERCEDES,DIVERS,DIVERS,100.0,112.5,0.0,4024
PARE-BRISE V CAPTEUR PLUIE (ACOUST/CHANG.VOIE/REG.VIN),MERCEDES,DIVERS,0.0,294.39166666666665,0.0,4025
1 VITRE MOBILE OPEL CORSA,DIVERS,DIVERS,0.0,48.61108333333333,0.0,4026
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,448.33333333333337,1.0,4027
REPARATION PNEUMATIQUE C3 ER-089-QP,DIVERS,DIVERS,100.0,0.0,0.0,4028
2 PNEUS JUMPY EY-549-2018,DIVERS,DIVERS,0.0,111.11108333333334,0.0,4029
2 PNEUS JUMPY EY-549-2018,DIVERS,DIVERS,100.0,0.0,0.0,4030
REPARATION MECANISME BOUTON LEVRE VITRE,DIVERS,DIVERS,0.0,129.86108333333334,0.0,4031
kit embrayage iveco,DIVERS,DIVERS,0.0,287.5,0.0,4032
4 pneus clio IV ,DIVERS,DIVERS,100.0,166.66666666666669,0.0,4033
2 PNEUS DU 13/07/2020,DIVERS,DIVERS,0.0,111.11108333333334,0.0,4034
2 PNEUS 13/08/2020,DIVERS,DIVERS,0.0,125.0,0.0,4035
2 PNEUS DU 15/09/2020 FR-273-DE,DIVERS,DIVERS,0.0,111.11108333333334,0.0,4036
PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (CAL+ENJ+EMB/BAND/REG.VIN),AUDI,DIVERS,0.0,336.1166666666667,0.0,4037
2PNEUS 175/65/15,DIVERS,DIVERS,100.0,97.22225,0.0,4038
JOINT PARE-BRISE,CHRYSLER,DIVERS,0.0,15.45,0.0,4039
Pare-brise vert,PILKINGTON (EUROCODE),DIVERS,0.0,492.3,0.0,4040
VITRAGE AVANT VOLVO C30 INGREDIENT PLUS MAIN D'OEUVRE ,DIVERS,DIVERS,100.0,508.91666666666674,0.0,4041
4 MONTAGE DE PNEUS ,DIVERS,DIVERS,100.0,55.55558333333334,0.0,4042
LUNETTE MERCEDES ,DIVERS,DIVERS,100.0,138.88891666666666,0.0,4043
4 MONTAGE PNEUS,DIVERS,DIVERS,100.0,48.61108333333333,0.0,4044
PARE-BRISE V ATHERMIQ CHAUFFAN-CAPT/PLUIE (ELECTROCHROME),VOLVO,DIVERS,0.0,562.75,0.0,4045
PARE-BRISE V ATHERMIQ CHAUFFAN-CAPT/PLUIE (AVEC CAMERA/ELECTROCHROME),VOLVO,DIVERS,0.0,562.75,0.0,4046
ROTULLE +BIELETTE  AVD,DIVERS,DIVERS,100.0,75.0,0.0,4047
FUSEE OPEL MOVANO ,DIVERS,DIVERS,100.0,248.33333333333334,0.0,4048
MAIN D'OEUVRE,DIVERS,DIVERS,100.0,183.33333333333334,0.0,4049
MAIN D'OEUVRE,DIVERS,DIVERS,100.0,183.33333333333334,0.0,4050
GLACE MOBILE V PTE LAT D (YC VITR-COULISS./SURTEINT),FIAT,DIVERS,0.0,892.2000000000002,0.0,4051
2 pneus 235/65/17  michelin,DIVERS,DIVERS,0.0,166.66666666666669,0.0,4052
PARE-BRISE V (INTERM 4VIT/REG. NO CHASS),SKODA,DIVERS,0.0,223.5,0.0,4053
15 PNEUS POID LOURD 385/65/22.5 DAYTON,DIVERS,DIVERS,100.0,4757.423583333333,0.0,4054
VITRAGE AVANT POLO VI ,DIVERS,DIVERS,100.0,338.4375,0.0,4055
VITRAGE AVANT VOLKSWAGEN CRAFTER ,DIVERS,DIVERS,100.0,460.83333333333337,0.0,4056
VITRAGE AVANT RENAULT KANGOO,DIVERS,DIVERS,100.0,471.61808333333335,0.0,4057
VITRAGE AVANT + MO,DIVERS,DIVERS,100.0,428.59725,0.0,4058
GLACE MOBILE PTE AVD,CHRYSLER,DIVERS,0.0,210.79166666666666,0.0,4059
4 PNEUS + GEOMETRIE,DIVERS,DIVERS,100.0,0.0,0.0,4060
PARE-BRISE V,SMART,DIVERS,0.0,183.65,0.0,4061
PARE-BRISE V CAPTEUR PLUIE (POUR MOT.DIESEL/ACOUSTIQ),NISSAN,DIVERS,0.0,335.68333333333334,0.0,4062
GLACE FIXE V PTE AVD (AVEC  COULISSE),PEUGEOT,DIVERS,0.0,185.70000000000002,0.0,4063
1 GEOMETRIE,DIVERS,DIVERS,100.0,66.66666666666667,2.0,4064
PARE-BRISE V (SANS RETRO INT),FIAT,DIVERS,0.0,345.7,0.0,4065
PARE-BRISE V DEGRADE (REGARD VIN),CHEVROLET (EU),DIVERS,0.0,751.25,0.0,4066
PARE-BRISE V,RENAULT,DIVERS,0.0,215.29166666666669,0.0,4067
PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (+ENJ/CHGT&MAINTIEN VOIE),AUDI,DIVERS,0.0,725.8333333333334,0.0,4068
2 pneus audi A6,DIVERS,DIVERS,0.0,97.22225,0.0,4069
1 DEFLECTEUR 508,DIVERS,DIVERS,100.0,104.16666666666667,0.0,4070
1 PNEU +MECHE PEUGEOT 508,DIVERS,DIVERS,0.0,48.61108333333333,0.0,4071
REMPLACEMENT DIQUE ARRIERE AVEC ROULEMENTS+PLAQUETTES AVANT ET ARRIERE ,DIVERS,DIVERS,100.0,208.33333333333334,0.0,4072
PARE-BRISE (DIMENSIONS=920X1637 MM),VOLKSWAGEN,DIVERS,0.0,227.75000000000003,0.0,4073
1 VITRE RENAULT MASTER III,DIVERS,DIVERS,0.0,194.44441666666668,0.0,4074
1 VITRE AVANT PEUGEOT BOXER,DIVERS,DIVERS,100.0,277.77775,0.0,4075
1 VITRE AVANT RENAULT KANGOO,DIVERS,DIVERS,0.0,138.88891666666666,0.0,4076
GLACE MOBILE V PTE AVD,TOYOTA,DIVERS,0.0,93.53333333333333,0.0,4077
PARE-BRISE V ATHERMIQUE (+EMB+ENJS/INTERMIT-VARIAB),FORD (EU),DIVERS,0.0,682.9833333333333,0.0,4078
CHEQUE IMPAYE,DIVERS,DIVERS,100.0,0.0,0.0,4079
1 VITRE AVANT RENAULT CAPTUR,DIVERS,DIVERS,0.0,150.0,0.0,4080
cd899xv,DIVERS,DIVERS,100.0,451.21525,0.0,4081
1 joint renault masterIII,DIVERS,DIVERS,100.0,18.111083333333333,0.0,4082
JOINT RENAULT CAPTUR,DIVERS,DIVERS,100.0,18.118083333333335,0.0,4083
1 VITRE AV 208 + MO,DIVERS,DIVERS,100.0,368.90274999999997,0.0,4084
1 VITRE AV MINI COUNTRYMAN,DIVERS,DIVERS,100.0,368.90274999999997,0.0,4085
1 VITRE AV 206 + MO,DIVERS,DIVERS,0.0,97.22225,0.0,4086
Pare-brise clair,PILKINGTON (EUROCODE),DIVERS,0.0,197.825,0.0,4087
PARE-BRISE V DEGRADE CAPTEUR PLUIE (ATH/CHANGEM-VOIE/BOUSSOLE),AUDI,DIVERS,0.0,410.93333333333334,0.0,4088
REMPLACEMENT 2 PNEUS 215/75/16C,DIVERS,DIVERS,100.0,125.0,4.0,4089
